LexManos;5;19;3;134;73;4;70;82;64;4;26;24;231;7;149;74;120;51;5;6;290;18;130;74;5;101;326;4;222;2112;0.019412878787878788
DenWav;333;1769;334;0.005988023952095809
kashike;286;63;1009;863;1359;0.0029433406916850625
malte0811;3;1863;4;0.5
thiakil;66;1865;67;0.029850746268656716
JDLogic;4;9;6;34;14;117;89;9;20;4;9;2;6;67;49;91;9;34;33;68;3;4;7;3;38;6;109;189;3;818;1046;0.0372848948374761
Pokechu22;2;55;1797;59;0.06779661016949153
covers1624;2;8;1169;13;0.38461538461538464
sciwhiz12;13;926;14;0.14285714285714285
zml2008;2;20;31;2;5;162;132;12;33;20;153;24;282;602;0.029900332225913623
jaskarth;48;82;4;18;340;7;282;501;0.015968063872255488
coehlrich;94;7;2;19;8;62;166;2;2;6;8;43;2;11;38;181;474;0.04008438818565401
marchermans;3;246;308;250;0.012
jpenilla;37;460;38;0.05263157894736842
SizableShrimp;3;33;17;163;55;0.09090909090909091
TheCurle;163;1;1.0
XiaoPangxie732;881;1;1.0
temp1011;1860;1;1.0
CDAGaming;2167;1;1.0
